"Location","applicant_race_ethnicity","loan_failed","total_loans","debt_to_income_ratio_bracket","income_bracket","denial_rate"
"LA","Hispanic or Latino",2,27,"20%-29%","$200k to $250k",999
"LA","Hispanic or Latino",101,566,"20%-29%","$50k to $100k",0.178445229681979
"LA","Hispanic or Latino",23,247,"30%-39%","$100k to $150k",0.0931174089068826
"LA","Hispanic or Latino",6,73,"30%-39%","$150k to $200k",999
"LA","Hispanic or Latino",0,23,"30%-39%","$200k to $250k",999
"LA","Hispanic or Latino",122,1016,"30%-39%","$50k to $100k",0.12007874015748
"LA","Hispanic or Latino",20,193,"40%-49%","$100k to $150k",0.103626943005181
"LA","Hispanic or Latino",2,47,"40%-49%","$150k to $200k",999
"LA","Hispanic or Latino",2,16,"40%-49%","$200k to $250k",999
"LA","Hispanic or Latino",129,1086,"40%-49%","$50k to $100k",0.11878453038674
"LA","Hispanic or Latino",13,68,"50%-60%","$100k to $150k",999
"LA","Hispanic or Latino",2,8,"50%-60%","$150k to $200k",999
"LA","Hispanic or Latino",1,3,"50%-60%","$200k to $250k",999
"LA","Hispanic or Latino",63,385,"50%-60%","$50k to $100k",0.163636363636364
"LA","Non-Hispanic Asian",7,59,"<20%","$100k to $150k",999
"LA","Non-Hispanic Asian",2,19,"<20%","$150k to $200k",999
"LA","Non-Hispanic Asian",1,21,"<20%","$200k to $250k",999
"LA","Non-Hispanic Asian",7,49,"<20%","$50k to $100k",999
"LA","Non-Hispanic Asian",11,127,"20%-29%","$100k to $150k",0.0866141732283465
"LA","Non-Hispanic Asian",1,41,"20%-29%","$150k to $200k",999
"LA","Non-Hispanic Asian",0,16,"20%-29%","$200k to $250k",999
"LA","Non-Hispanic Asian",11,218,"20%-29%","$50k to $100k",0.0504587155963303
"LA","Non-Hispanic Asian",9,136,"30%-39%","$100k to $150k",0.0661764705882353
"LA","Non-Hispanic Asian",1,42,"30%-39%","$150k to $200k",999
"LA","Non-Hispanic Asian",2,26,"30%-39%","$200k to $250k",999
"LA","Non-Hispanic Asian",19,395,"30%-39%","$50k to $100k",0.0481012658227848
"LA","Non-Hispanic Asian",6,109,"40%-49%","$100k to $150k",0.055045871559633
"LA","Non-Hispanic Asian",3,35,"40%-49%","$150k to $200k",999
"LA","Non-Hispanic Asian",2,15,"40%-49%","$200k to $250k",999
"LA","Non-Hispanic Asian",35,472,"40%-49%","$50k to $100k",0.0741525423728814
"LA","Non-Hispanic Asian",6,21,"50%-60%","$100k to $150k",999
"LA","Non-Hispanic Asian",0,2,"50%-60%","$150k to $200k",999
"LA","Non-Hispanic Asian",24,91,"50%-60%","$50k to $100k",999
"LA","Non-Hispanic Black",140,260,"<20%","$100k to $150k",0.538461538461538
"LA","Non-Hispanic Black",53,96,"<20%","$150k to $200k",999
"LA","Non-Hispanic Black",15,35,"<20%","$200k to $250k",999
"LA","Non-Hispanic Black",674,974,"<20%","$50k to $100k",0.691991786447639
"LA","Non-Hispanic Black",116,536,"20%-29%","$100k to $150k",0.216417910447761
"LA","Non-Hispanic Black",24,145,"20%-29%","$150k to $200k",0.16551724137931
"LA","Non-Hispanic Black",2,54,"20%-29%","$200k to $250k",999
"LA","Non-Hispanic Black",747,2212,"20%-29%","$50k to $100k",0.337703435804702
"LA","Non-Hispanic Black",126,918,"30%-39%","$100k to $150k",0.137254901960784
"LA","Non-Hispanic Black",47,245,"30%-39%","$150k to $200k",0.191836734693878
"LA","Non-Hispanic Black",8,70,"30%-39%","$200k to $250k",999
"LA","Non-Hispanic Black",876,4792,"30%-39%","$50k to $100k",0.182804674457429
"LA","Non-Hispanic Black",101,1002,"40%-49%","$100k to $150k",0.100798403193613
"LA","Non-Hispanic Black",25,194,"40%-49%","$150k to $200k",0.128865979381443
"LA","Non-Hispanic Black",4,51,"40%-49%","$200k to $250k",999
"LA","Non-Hispanic Black",927,5676,"40%-49%","$50k to $100k",0.163319238900634
"LA","Non-Hispanic Black",69,378,"50%-60%","$100k to $150k",0.182539682539683
"LA","Non-Hispanic Black",13,48,"50%-60%","$150k to $200k",999
"LA","Non-Hispanic Black",4,8,"50%-60%","$200k to $250k",999
"LA","Non-Hispanic Black",630,2580,"50%-60%","$50k to $100k",0.244186046511628
"LA","Non-Hispanic White",323,1997,"<20%","$100k to $150k",0.161742613920881
"LA","Non-Hispanic White",113,949,"<20%","$150k to $200k",0.119072708113804
"LA","Non-Hispanic White",51,408,"<20%","$200k to $250k",0.125
"LA","Non-Hispanic White",1134,3405,"<20%","$50k to $100k",0.333039647577093
"LA","Non-Hispanic White",319,4866,"20%-29%","$100k to $150k",0.0655569256062474
"LA","Non-Hispanic White",123,1879,"20%-29%","$150k to $200k",0.0654603512506653
"LA","Non-Hispanic White",37,733,"20%-29%","$200k to $250k",0.0504774897680764
"LA","Non-Hispanic White",1222,9980,"20%-29%","$50k to $100k",0.122444889779559
"LA","Non-Hispanic White",350,6229,"30%-39%","$100k to $150k",0.0561887943490127
"LA","Non-Hispanic White",90,2085,"30%-39%","$150k to $200k",0.0431654676258993
"LA","Non-Hispanic White",35,661,"30%-39%","$200k to $250k",0.0529500756429652
"LA","Non-Hispanic White",1406,16623,"30%-39%","$50k to $100k",0.0845816038019611
"LA","Non-Hispanic White",304,4779,"40%-49%","$100k to $150k",0.0636116342331032
"LA","Non-Hispanic White",51,1272,"40%-49%","$150k to $200k",0.0400943396226415
"LA","Non-Hispanic White",25,392,"40%-49%","$200k to $250k",0.0637755102040816
"LA","Non-Hispanic White",1428,15219,"40%-49%","$50k to $100k",0.0938300808200276
"LA","Non-Hispanic White",134,820,"50%-60%","$100k to $150k",0.163414634146341
"LA","Non-Hispanic White",36,150,"50%-60%","$150k to $200k",0.24
"LA","Non-Hispanic White",8,29,"50%-60%","$200k to $250k",999
"LA","Non-Hispanic White",783,3897,"50%-60%","$50k to $100k",0.200923787528868
"MA","Hispanic or Latino",5,54,"<20%","$100k to $150k",999
"MA","Hispanic or Latino",5,61,"<20%","$150k to $200k",999
"MA","Hispanic or Latino",2,34,"<20%","$200k to $250k",999
"MA","Hispanic or Latino",20,78,"<20%","$50k to $100k",999
"MA","Hispanic or Latino",30,478,"20%-29%","$100k to $150k",0.0627615062761506
"MA","Hispanic or Latino",6,264,"20%-29%","$150k to $200k",0.0227272727272727
"MA","Hispanic or Latino",7,123,"20%-29%","$200k to $250k",0.0569105691056911
"MA","Hispanic or Latino",46,575,"20%-29%","$50k to $100k",0.08
"MA","Hispanic or Latino",79,1251,"30%-39%","$100k to $150k",0.0631494804156675
"MA","Hispanic or Latino",19,323,"30%-39%","$150k to $200k",0.0588235294117647
"MA","Hispanic or Latino",4,130,"30%-39%","$200k to $250k",0.0307692307692308
"MA","Hispanic or Latino",178,2836,"30%-39%","$50k to $100k",0.0627644569816643
"MA","Hispanic or Latino",132,1635,"40%-49%","$100k to $150k",0.0807339449541284
"MA","Hispanic or Latino",23,301,"40%-49%","$150k to $200k",0.0764119601328904
"MA","Hispanic or Latino",7,84,"40%-49%","$200k to $250k",999
"MA","Hispanic or Latino",478,6314,"40%-49%","$50k to $100k",0.0757047830218562
"MA","Hispanic or Latino",68,528,"50%-60%","$100k to $150k",0.128787878787879
"MA","Hispanic or Latino",13,60,"50%-60%","$150k to $200k",999
"MA","Hispanic or Latino",3,15,"50%-60%","$200k to $250k",999
"MA","Hispanic or Latino",353,2364,"50%-60%","$50k to $100k",0.149323181049069
"MA","Non-Hispanic Asian",12,155,"<20%","$100k to $150k",0.0774193548387097
"MA","Non-Hispanic Asian",4,154,"<20%","$150k to $200k",0.025974025974026
"MA","Non-Hispanic Asian",8,229,"<20%","$200k to $250k",0.0349344978165939
"MA","Non-Hispanic Asian",6,51,"<20%","$50k to $100k",999
"MA","Non-Hispanic Asian",34,1136,"20%-29%","$100k to $150k",0.0299295774647887
"MA","Non-Hispanic Asian",31,874,"20%-29%","$150k to $200k",0.0354691075514874
"MA","Non-Hispanic Asian",32,599,"20%-29%","$200k to $250k",0.0534223706176962
"MA","Non-Hispanic Asian",18,524,"20%-29%","$50k to $100k",0.0343511450381679
"MA","Non-Hispanic Asian",73,2028,"30%-39%","$100k to $150k",0.0359960552268245
"MA","Non-Hispanic Asian",38,951,"30%-39%","$150k to $200k",0.0399579390115668
"MA","Non-Hispanic Asian",19,557,"30%-39%","$200k to $250k",0.0341113105924596
"MA","Non-Hispanic Asian",82,1657,"30%-39%","$50k to $100k",0.0494870247435124
"MA","Non-Hispanic Asian",70,1575,"40%-49%","$100k to $150k",0.0444444444444444
"MA","Non-Hispanic Asian",34,619,"40%-49%","$150k to $200k",0.0549273021001615
"MA","Non-Hispanic Asian",15,266,"40%-49%","$200k to $250k",0.056390977443609
"MA","Non-Hispanic Asian",182,2983,"40%-49%","$50k to $100k",0.0610124036205163
"MA","Non-Hispanic Asian",41,126,"50%-60%","$100k to $150k",0.325396825396825
"MA","Non-Hispanic Asian",15,34,"50%-60%","$150k to $200k",999
"MA","Non-Hispanic Asian",10,18,"50%-60%","$200k to $250k",999
"MA","Non-Hispanic Asian",115,379,"50%-60%","$50k to $100k",0.303430079155673
"MA","Non-Hispanic Black",6,25,"<20%","$100k to $150k",999
"MA","Non-Hispanic Black",2,27,"<20%","$150k to $200k",999
"MA","Non-Hispanic Black",2,18,"<20%","$200k to $250k",999
"MA","Non-Hispanic Black",7,26,"<20%","$50k to $100k",999
"MA","Non-Hispanic Black",27,279,"20%-29%","$100k to $150k",0.0967741935483871
"MA","Non-Hispanic Black",8,141,"20%-29%","$150k to $200k",0.0567375886524823
"MA","Non-Hispanic Black",3,73,"20%-29%","$200k to $250k",999
"MA","Non-Hispanic Black",29,291,"20%-29%","$50k to $100k",0.0996563573883162
"MA","Non-Hispanic Black",55,801,"30%-39%","$100k to $150k",0.0686641697877653
"MA","Non-Hispanic Black",21,251,"30%-39%","$150k to $200k",0.0836653386454183
"MA","Non-Hispanic Black",3,82,"30%-39%","$200k to $250k",999
"MA","Non-Hispanic Black",133,1557,"30%-39%","$50k to $100k",0.0854206807964033
"MA","Non-Hispanic Black",95,1097,"40%-49%","$100k to $150k",0.0865998176845943
"MA","Non-Hispanic Black",25,266,"40%-49%","$150k to $200k",0.093984962406015
"MA","Non-Hispanic Black",7,41,"40%-49%","$200k to $250k",999
"MA","Non-Hispanic Black",317,3549,"40%-49%","$50k to $100k",0.0893209354747816
"MA","Non-Hispanic Black",70,407,"50%-60%","$100k to $150k",0.171990171990172
"MA","Non-Hispanic Black",9,62,"50%-60%","$150k to $200k",999
"MA","Non-Hispanic Black",3,11,"50%-60%","$200k to $250k",999
"MA","Non-Hispanic Black",284,1575,"50%-60%","$50k to $100k",0.18031746031746
"MA","Non-Hispanic White",62,1160,"<20%","$100k to $150k",0.053448275862069
"MA","Non-Hispanic White",47,1382,"<20%","$150k to $200k",0.0340086830680174
"MA","Non-Hispanic White",33,1250,"<20%","$200k to $250k",0.0264
"MA","Non-Hispanic White",62,589,"<20%","$50k to $100k",0.105263157894737
"MA","Non-Hispanic White",233,7951,"20%-29%","$100k to $150k",0.0293044900012577
"MA","Non-Hispanic White",115,6242,"20%-29%","$150k to $200k",0.0184235821851971
"MA","Non-Hispanic White",88,3402,"20%-29%","$200k to $250k",0.0258671369782481
"MA","Non-Hispanic White",226,5665,"20%-29%","$50k to $100k",0.0398940864960282
"MA","Non-Hispanic White",426,14047,"30%-39%","$100k to $150k",0.0303267601623122
"MA","Non-Hispanic White",196,6871,"30%-39%","$150k to $200k",0.0285256876728278
"MA","Non-Hispanic White",107,3226,"30%-39%","$200k to $250k",0.0331680099194048
"MA","Non-Hispanic White",688,17640,"30%-39%","$50k to $100k",0.0390022675736961
"MA","Non-Hispanic White",403,10987,"40%-49%","$100k to $150k",0.0366797123873669
"MA","Non-Hispanic White",185,4393,"40%-49%","$150k to $200k",0.0421124516275893
"MA","Non-Hispanic White",84,1709,"40%-49%","$200k to $250k",0.0491515506143944
"MA","Non-Hispanic White",1176,24223,"40%-49%","$50k to $100k",0.0485488998059695
"MA","Non-Hispanic White",226,1527,"50%-60%","$100k to $150k",0.14800261951539
"MA","Non-Hispanic White",75,392,"50%-60%","$150k to $200k",0.191326530612245
"MA","Non-Hispanic White",29,102,"50%-60%","$200k to $250k",0.284313725490196
"MA","Non-Hispanic White",708,4897,"50%-60%","$50k to $100k",0.144578313253012
"MD","Hispanic or Latino",9,86,"<20%","$100k to $150k",999
"MD","Hispanic or Latino",5,91,"<20%","$150k to $200k",999
"MD","Hispanic or Latino",6,55,"<20%","$200k to $250k",999
"MD","Hispanic or Latino",41,102,"<20%","$50k to $100k",0.401960784313726
"MD","Hispanic or Latino",36,619,"20%-29%","$100k to $150k",0.0581583198707593
"MD","Hispanic or Latino",20,282,"20%-29%","$150k to $200k",0.0709219858156028
"MD","Hispanic or Latino",5,163,"20%-29%","$200k to $250k",0.0306748466257669
"MD","Hispanic or Latino",93,870,"20%-29%","$50k to $100k",0.106896551724138
"MD","Hispanic or Latino",73,1260,"30%-39%","$100k to $150k",0.0579365079365079
"MD","Hispanic or Latino",12,433,"30%-39%","$150k to $200k",0.0277136258660508
"MD","Hispanic or Latino",10,169,"30%-39%","$200k to $250k",0.0591715976331361
"MD","Hispanic or Latino",289,3500,"30%-39%","$50k to $100k",0.0825714285714286
"MD","Hispanic or Latino",89,1434,"40%-49%","$100k to $150k",0.0620641562064156
"MD","Hispanic or Latino",26,396,"40%-49%","$150k to $200k",0.0656565656565657
"MD","Hispanic or Latino",7,132,"40%-49%","$200k to $250k",0.053030303030303
"MD","Hispanic or Latino",497,6818,"40%-49%","$50k to $100k",0.0728952772073922
"MD","Hispanic or Latino",70,470,"50%-60%","$100k to $150k",0.148936170212766
"MD","Hispanic or Latino",13,94,"50%-60%","$150k to $200k",999
"MD","Hispanic or Latino",1,13,"50%-60%","$200k to $250k",999
"MD","Hispanic or Latino",328,2467,"50%-60%","$50k to $100k",0.132955006080259
"MD","Non-Hispanic Asian",6,204,"<20%","$100k to $150k",0.0294117647058824
"MD","Non-Hispanic Asian",8,154,"<20%","$150k to $200k",0.051948051948052
"MD","Non-Hispanic Asian",5,132,"<20%","$200k to $250k",0.0378787878787879
"MD","Non-Hispanic Asian",14,82,"<20%","$50k to $100k",999
"MD","Non-Hispanic Asian",34,1001,"20%-29%","$100k to $150k",0.033966033966034
"MD","Non-Hispanic Asian",19,525,"20%-29%","$150k to $200k",0.0361904761904762
"MD","Non-Hispanic Asian",17,312,"20%-29%","$200k to $250k",0.0544871794871795
"MD","Non-Hispanic Asian",33,741,"20%-29%","$50k to $100k",0.0445344129554656
"MD","Non-Hispanic Asian",82,1677,"30%-39%","$100k to $150k",0.048896839594514
"MD","Non-Hispanic Asian",32,712,"30%-39%","$150k to $200k",0.0449438202247191
"MD","Non-Hispanic Asian",22,460,"30%-39%","$200k to $250k",0.0478260869565217
"MD","Non-Hispanic Asian",115,1963,"30%-39%","$50k to $100k",0.0585838003056546
"MD","Non-Hispanic Asian",106,1642,"40%-49%","$100k to $150k",0.0645554202192448
"MD","Non-Hispanic Asian",43,647,"40%-49%","$150k to $200k",0.0664605873261206
"MD","Non-Hispanic Asian",21,287,"40%-49%","$200k to $250k",0.0731707317073171
"MD","Non-Hispanic Asian",234,3507,"40%-49%","$50k to $100k",0.0667236954662104
"MD","Non-Hispanic Asian",50,211,"50%-60%","$100k to $150k",0.23696682464455
"MD","Non-Hispanic Asian",24,67,"50%-60%","$150k to $200k",999
"MD","Non-Hispanic Asian",2,18,"50%-60%","$200k to $250k",999
"MD","Non-Hispanic Asian",127,641,"50%-60%","$50k to $100k",0.198127925117005
"MD","Non-Hispanic Black",34,277,"<20%","$100k to $150k",0.122743682310469
"MD","Non-Hispanic Black",27,176,"<20%","$150k to $200k",0.153409090909091
"MD","Non-Hispanic Black",12,98,"<20%","$200k to $250k",999
"MD","Non-Hispanic Black",59,219,"<20%","$50k to $100k",0.269406392694064
"MD","Non-Hispanic Black",136,1892,"20%-29%","$100k to $150k",0.0718816067653277
"MD","Non-Hispanic Black",81,823,"20%-29%","$150k to $200k",0.0984204131227217
"MD","Non-Hispanic Black",41,388,"20%-29%","$200k to $250k",0.105670103092784
"MD","Non-Hispanic Black",171,1910,"20%-29%","$50k to $100k",0.0895287958115183
"MD","Non-Hispanic Black",385,4508,"30%-39%","$100k to $150k",0.0854037267080745
"MD","Non-Hispanic Black",119,1513,"30%-39%","$150k to $200k",0.0786516853932584
"MD","Non-Hispanic Black",38,530,"30%-39%","$200k to $250k",0.0716981132075472
"MD","Non-Hispanic Black",703,8047,"30%-39%","$50k to $100k",0.0873617497203927
"MD","Non-Hispanic Black",545,5706,"40%-49%","$100k to $150k",0.0955134945671223
"MD","Non-Hispanic Black",163,1750,"40%-49%","$150k to $200k",0.0931428571428571
"MD","Non-Hispanic Black",31,552,"40%-49%","$200k to $250k",0.0561594202898551
"MD","Non-Hispanic Black",1382,13905,"40%-49%","$50k to $100k",0.099388709097447
"MD","Non-Hispanic Black",336,2135,"50%-60%","$100k to $150k",0.157377049180328
"MD","Non-Hispanic Black",96,577,"50%-60%","$150k to $200k",0.166377816291161
"MD","Non-Hispanic Black",24,148,"50%-60%","$200k to $250k",0.162162162162162
"MD","Non-Hispanic Black",998,5790,"50%-60%","$50k to $100k",0.172366148531952
"MD","Non-Hispanic White",59,1545,"<20%","$100k to $150k",0.0381877022653722
"MD","Non-Hispanic White",44,1390,"<20%","$150k to $200k",0.0316546762589928
"MD","Non-Hispanic White",24,889,"<20%","$200k to $250k",0.0269966254218223
"MD","Non-Hispanic White",102,866,"<20%","$50k to $100k",0.117782909930716
"MD","Non-Hispanic White",216,7338,"20%-29%","$100k to $150k",0.0294358135731807
"MD","Non-Hispanic White",107,4280,"20%-29%","$150k to $200k",0.025
"MD","Non-Hispanic White",62,2094,"20%-29%","$200k to $250k",0.0296084049665712
"MD","Non-Hispanic White",284,7007,"20%-29%","$50k to $100k",0.0405308976737548
"MD","Non-Hispanic White",368,10649,"30%-39%","$100k to $150k",0.0345572354211663
"MD","Non-Hispanic White",149,5067,"30%-39%","$150k to $200k",0.0294059601342017
"MD","Non-Hispanic White",63,2264,"30%-39%","$200k to $250k",0.0278268551236749
"MD","Non-Hispanic White",671,17560,"30%-39%","$50k to $100k",0.0382118451025057
"MD","Non-Hispanic White",316,8818,"40%-49%","$100k to $150k",0.0358357904286686
"MD","Non-Hispanic White",129,3556,"40%-49%","$150k to $200k",0.0362767154105737
"MD","Non-Hispanic White",50,1351,"40%-49%","$200k to $250k",0.0370096225018505
"MD","Non-Hispanic White",885,19458,"40%-49%","$50k to $100k",0.0454825778600062
"MD","Non-Hispanic White",179,1515,"50%-60%","$100k to $150k",0.118151815181518
"MD","Non-Hispanic White",57,436,"50%-60%","$150k to $200k",0.130733944954128
"MD","Non-Hispanic White",15,116,"50%-60%","$200k to $250k",0.129310344827586
"MD","Non-Hispanic White",443,3877,"50%-60%","$50k to $100k",0.114263605880836
"ME","Hispanic or Latino",1,7,"<20%","$100k to $150k",999
"ME","Hispanic or Latino",1,4,"<20%","$150k to $200k",999
"ME","Hispanic or Latino",3,10,"<20%","$200k to $250k",999
"ME","Hispanic or Latino",1,6,"<20%","$50k to $100k",999
"ME","Hispanic or Latino",1,27,"20%-29%","$100k to $150k",999
"ME","Hispanic or Latino",0,6,"20%-29%","$150k to $200k",999
"ME","Hispanic or Latino",0,9,"20%-29%","$200k to $250k",999
"ME","Hispanic or Latino",9,62,"20%-29%","$50k to $100k",999
"ME","Hispanic or Latino",3,35,"30%-39%","$100k to $150k",999
"ME","Hispanic or Latino",2,12,"30%-39%","$150k to $200k",999
"ME","Hispanic or Latino",0,5,"30%-39%","$200k to $250k",999
"ME","Hispanic or Latino",14,109,"30%-39%","$50k to $100k",0.128440366972477
"ME","Hispanic or Latino",3,31,"40%-49%","$100k to $150k",999
"ME","Hispanic or Latino",1,11,"40%-49%","$150k to $200k",999
"ME","Hispanic or Latino",1,5,"40%-49%","$200k to $250k",999
"ME","Hispanic or Latino",12,127,"40%-49%","$50k to $100k",0.094488188976378
"ME","Hispanic or Latino",1,8,"50%-60%","$100k to $150k",999
"ME","Hispanic or Latino",1,1,"50%-60%","$200k to $250k",999
"ME","Hispanic or Latino",13,46,"50%-60%","$50k to $100k",999
"ME","Non-Hispanic Asian",0,9,"<20%","$100k to $150k",999
"ME","Non-Hispanic Asian",0,5,"<20%","$150k to $200k",999
"ME","Non-Hispanic Asian",0,5,"<20%","$200k to $250k",999
"ME","Non-Hispanic Asian",0,10,"<20%","$50k to $100k",999
"ME","Non-Hispanic Asian",0,28,"20%-29%","$100k to $150k",999
"ME","Non-Hispanic Asian",0,21,"20%-29%","$150k to $200k",999
"ME","Non-Hispanic Asian",0,5,"20%-29%","$200k to $250k",999
"ME","Non-Hispanic Asian",2,43,"20%-29%","$50k to $100k",999
"ME","Non-Hispanic Asian",3,43,"30%-39%","$100k to $150k",999
"ME","Non-Hispanic Asian",2,8,"30%-39%","$150k to $200k",999
"ME","Non-Hispanic Asian",0,2,"30%-39%","$200k to $250k",999
"ME","Non-Hispanic Asian",7,84,"30%-39%","$50k to $100k",999
"ME","Non-Hispanic Asian",1,30,"40%-49%","$100k to $150k",999
"ME","Non-Hispanic Asian",0,6,"40%-49%","$150k to $200k",999
"ME","Non-Hispanic Asian",0,4,"40%-49%","$200k to $250k",999
"ME","Non-Hispanic Asian",6,98,"40%-49%","$50k to $100k",999
"ME","Non-Hispanic Asian",2,8,"50%-60%","$100k to $150k",999
"ME","Non-Hispanic Asian",1,1,"50%-60%","$150k to $200k",999
"ME","Non-Hispanic Asian",4,17,"50%-60%","$50k to $100k",999
"ME","Non-Hispanic Black",0,3,"<20%","$100k to $150k",999
"ME","Non-Hispanic Black",0,5,"<20%","$150k to $200k",999
"ME","Non-Hispanic Black",0,1,"<20%","$200k to $250k",999
"ME","Non-Hispanic Black",1,2,"<20%","$50k to $100k",999
"ME","Non-Hispanic Black",1,10,"20%-29%","$100k to $150k",999
"ME","Non-Hispanic Black",0,4,"20%-29%","$150k to $200k",999
"ME","Non-Hispanic Black",2,27,"20%-29%","$50k to $100k",999
"ME","Non-Hispanic Black",1,19,"30%-39%","$100k to $150k",999
"ME","Non-Hispanic Black",1,8,"30%-39%","$150k to $200k",999
"ME","Non-Hispanic Black",0,3,"30%-39%","$200k to $250k",999
"ME","Non-Hispanic Black",10,106,"30%-39%","$50k to $100k",0.0943396226415094
"ME","Non-Hispanic Black",0,18,"40%-49%","$100k to $150k",999
"ME","Non-Hispanic Black",0,4,"40%-49%","$150k to $200k",999
"ME","Non-Hispanic Black",0,2,"40%-49%","$200k to $250k",999
"ME","Non-Hispanic Black",5,130,"40%-49%","$50k to $100k",0.0384615384615385
"ME","Non-Hispanic Black",1,7,"50%-60%","$100k to $150k",999
"ME","Non-Hispanic Black",0,1,"50%-60%","$150k to $200k",999
"ME","Non-Hispanic Black",10,63,"50%-60%","$50k to $100k",999
"ME","Non-Hispanic White",26,464,"<20%","$100k to $150k",0.0560344827586207
"ME","Non-Hispanic White",13,295,"<20%","$150k to $200k",0.0440677966101695
"ME","Non-Hispanic White",7,167,"<20%","$200k to $250k",0.0419161676646707
"ME","Non-Hispanic White",78,612,"<20%","$50k to $100k",0.127450980392157
"ME","Non-Hispanic White",86,1697,"20%-29%","$100k to $150k",0.0506776664702416
"ME","Non-Hispanic White",24,650,"20%-29%","$150k to $200k",0.0369230769230769
"ME","Non-Hispanic White",16,232,"20%-29%","$200k to $250k",0.0689655172413793
"ME","Non-Hispanic White",251,3234,"20%-29%","$50k to $100k",0.077612863327149
"ME","Non-Hispanic White",109,2336,"30%-39%","$100k to $150k",0.0466609589041096
"ME","Non-Hispanic White",32,695,"30%-39%","$150k to $200k",0.0460431654676259
"ME","Non-Hispanic White",18,272,"30%-39%","$200k to $250k",0.0661764705882353
"ME","Non-Hispanic White",428,6717,"30%-39%","$50k to $100k",0.0637189221378592
"ME","Non-Hispanic White",106,1817,"40%-49%","$100k to $150k",0.0583379196477711
"ME","Non-Hispanic White",25,481,"40%-49%","$150k to $200k",0.051975051975052
"ME","Non-Hispanic White",7,139,"40%-49%","$200k to $250k",0.0503597122302158
"ME","Non-Hispanic White",495,6958,"40%-49%","$50k to $100k",0.0711411325093418
"ME","Non-Hispanic White",43,274,"50%-60%","$100k to $150k",0.156934306569343
"ME","Non-Hispanic White",12,50,"50%-60%","$150k to $200k",999
"ME","Non-Hispanic White",2,9,"50%-60%","$200k to $250k",999
"ME","Non-Hispanic White",276,1517,"50%-60%","$50k to $100k",0.181938035596572
"MI","Hispanic or Latino",18,171,"<20%","$100k to $150k",0.105263157894737
"MI","Hispanic or Latino",8,78,"<20%","$150k to $200k",999
"MI","Hispanic or Latino",2,35,"<20%","$200k to $250k",999
"MI","Hispanic or Latino",105,425,"<20%","$50k to $100k",0.247058823529412
"MI","Hispanic or Latino",32,490,"20%-29%","$100k to $150k",0.0653061224489796
"MI","Hispanic or Latino",6,166,"20%-29%","$150k to $200k",0.036144578313253
"MI","Hispanic or Latino",1,60,"20%-29%","$200k to $250k",999
"MI","Hispanic or Latino",162,1375,"20%-29%","$50k to $100k",0.117818181818182
"MI","Hispanic or Latino",51,577,"30%-39%","$100k to $150k",0.0883882149046794
"MI","Hispanic or Latino",8,146,"30%-39%","$150k to $200k",0.0547945205479452
"MI","Hispanic or Latino",4,66,"30%-39%","$200k to $250k",999
"MI","Hispanic or Latino",226,2044,"30%-39%","$50k to $100k",0.110567514677104
"MI","Hispanic or Latino",32,436,"40%-49%","$100k to $150k",0.073394495412844
"MI","Hispanic or Latino",13,111,"40%-49%","$150k to $200k",0.117117117117117
"MI","Hispanic or Latino",3,30,"40%-49%","$200k to $250k",999
"MI","Hispanic or Latino",204,1833,"40%-49%","$50k to $100k",0.111292962356792
"MI","Hispanic or Latino",8,41,"50%-60%","$100k to $150k",999
"MI","Hispanic or Latino",2,10,"50%-60%","$150k to $200k",999
"MI","Hispanic or Latino",104,340,"50%-60%","$50k to $100k",0.305882352941176
"MI","Non-Hispanic Asian",10,278,"<20%","$100k to $150k",0.0359712230215827
"MI","Non-Hispanic Asian",9,165,"<20%","$150k to $200k",0.0545454545454545
"MI","Non-Hispanic Asian",1,87,"<20%","$200k to $250k",999
"MI","Non-Hispanic Asian",16,234,"<20%","$50k to $100k",0.0683760683760684
"MI","Non-Hispanic Asian",39,1010,"20%-29%","$100k to $150k",0.0386138613861386
"MI","Non-Hispanic Asian",10,317,"20%-29%","$150k to $200k",0.0315457413249211
"MI","Non-Hispanic Asian",8,164,"20%-29%","$200k to $250k",0.0487804878048781
"MI","Non-Hispanic Asian",57,1034,"20%-29%","$50k to $100k",0.0551257253384913
"MI","Non-Hispanic Asian",33,985,"30%-39%","$100k to $150k",0.033502538071066
"MI","Non-Hispanic Asian",9,311,"30%-39%","$150k to $200k",0.0289389067524116
"MI","Non-Hispanic Asian",4,163,"30%-39%","$200k to $250k",0.0245398773006135
"MI","Non-Hispanic Asian",80,1667,"30%-39%","$50k to $100k",0.0479904019196161
"MI","Non-Hispanic Asian",41,711,"40%-49%","$100k to $150k",0.0576652601969058
"MI","Non-Hispanic Asian",9,230,"40%-49%","$150k to $200k",0.0391304347826087
"MI","Non-Hispanic Asian",0,78,"40%-49%","$200k to $250k",999
"MI","Non-Hispanic Asian",104,1677,"40%-49%","$50k to $100k",0.062015503875969
"MI","Non-Hispanic Asian",17,36,"50%-60%","$100k to $150k",999
"MI","Non-Hispanic Asian",7,11,"50%-60%","$150k to $200k",999
"MI","Non-Hispanic Asian",1,3,"50%-60%","$200k to $250k",999
"MI","Non-Hispanic Asian",42,152,"50%-60%","$50k to $100k",0.276315789473684
"MI","Non-Hispanic Black",37,166,"<20%","$100k to $150k",0.22289156626506
